order_id,tanggal,tahun,pelanggan,lokasi,produk,jenis_material,profile_size,ketebalan_material,ukuran,jumlah_unit,jumlah_lubang,metode_hitung,harga_per_m2,harga_per_m,harga_per_lubang,upah_tenaga_ahli,finishing,kerumitan_desain,harga_final
ORD-00288,6/6/2019,2019,Mbak Sri,Suradadi,Pintu Gerbang,Pipa Stainless,1.5inch,0.8,12.44,1,0,PER-M2,950000,0,0,2488000,Tanpa Cat,Menengah,11918000
ORD-00289,1/24/2021,2021,Mas Andi,Lengkong,Pintu Gerbang,Hollow Stainless,4x8,0.8,14.79,1,0,PER-M2,1300000,0,0,2218500,Tanpa Cat,Menengah,19327000
ORD-00290,5/8/2025,2025,Pak Slamet,Jatinegara,Pagar,Pipa Stainless,2inch,0.8,8.62,1,0,PER-M2,1100000,0,0,1724000,Tanpa Cat,Sederhana,9482000
ORD-00291,10/18/2024,2024,Bu Endang,Lebaksiu,Pintu Handerson,Pipa Stainless,2inch,1.2,2.42,1,0,PER-M2,1650000,0,0,484000,Tanpa Cat,Sederhana,3993000
ORD-00292,8/12/2023,2023,Pak Karso,Jatinegara,Teralis,Pipa Stainless,1x3,1.2,0,1,22,PER-LUBANG,0,0,780000,3300000,Tanpa Cat,Kompleks,17310000
ORD-00293,9/26/2023,2023,Mas Andi,Tarub,Railing,Hollow Stainless,4x4,0.8,3.99,1,0,PER-M,0,1150000,0,598500,Tanpa Cat,Menengah,4688500
ORD-00294,5/20/2025,2025,Mas Andi,Margasari,Pagar,Hollow,4x4,1,20.78,1,0,PER-M2,650000,0,0,2078000,Cat Biasa,Menengah,13657000
ORD-00295,2/28/2020,2020,Mas Agus,Talang,Kanopi,Pipa Stainless,2inch,1,14.19,2,0,PER-M2,780000,0,0,5676000,Tanpa Cat,Kompleks,22286400
ORD-00296,5/13/2025,2025,Mas Budi,Balapulang,Pagar,Hollow Stainless,4x6,0.8,9.41,1,0,PER-M2,1250000,0,0,1411500,Tanpa Cat,Sederhana,11762500
ORD-00297,8/4/2022,2022,Mushola Al-Ikhlas,Talang,Pintu Gerbang,Hollow,4x4,1,7.07,1,0,PER-M2,700000,0,0,707000,Cat Dasar,Kompleks,5099000
ORD-00298,7/19/2024,2024,Bu Ningsih,Suradadi,Pagar,Hollow,4x6,0.8,16.6,1,0,PER-M2,600000,0,0,1660000,Cat Biasa,Kompleks,10160000
ORD-00299,11/20/2023,2023,CV Griya Mandiri,Talang,Railing,Hollow Stainless,4x4,1.2,8.58,3,0,PER-M,0,1250000,0,3861000,Tanpa Cat,Sederhana,32175000
ORD-00300,9/25/2024,2024,Toko Kelontong Berkah,Lengkong,Kanopi,Hollow Stainless,4x4,0.8,20.36,2,0,PER-M2,800000,0,0,6108000,Tanpa Cat,Sederhana,32576000
ORD-00301,12/10/2023,2023,Bu Umi,Balapulang,Kanopi,Hollow,4x8,1,15.29,1,0,PER-M2,570000,0,0,1529000,Cat Dasar,Kompleks,8865300
ORD-00302,5/25/2021,2021,Bu Yani,Kramat,Teralis,Pipa Stainless,1x3,0.8,0,1,14,PER-LUBANG,0,0,640000,2100000,Tanpa Cat,Menengah,9060000
ORD-00303,7/1/2025,2025,Pak Bambang,Tarub,Pintu Gerbang,Hollow,4x8,1.2,13.08,1,0,PER-M2,950000,0,0,1308000,Cat Biasa,Sederhana,12476000
ORD-00304,10/29/2020,2020,CV Bangun Jaya,Dukuhturi,Railing,Pipa Stainless,1.5inch,1.2,9.03,1,0,PER-M,0,980000,0,1806000,Tanpa Cat,Sederhana,8849400
ORD-00305,8/30/2022,2022,Mas Joko,Kramat,Railing,Pipa Stainless,2inch,1,6.64,3,0,PER-M,0,1070000,0,3984000,Tanpa Cat,Sederhana,21314400
ORD-00306,12/11/2024,2024,Mbak Sri,Dukuhturi,Kanopi,Pipa Stainless,2inch,0.8,21.31,2,0,PER-M2,800000,0,0,8524000,Tanpa Cat,Sederhana,34096000
ORD-00307,1/20/2023,2023,Bu Umi,Slawi,Pintu Handerson,Hollow Stainless,4x8,1.2,2.75,2,0,PER-M2,1700000,0,0,825000,Tanpa Cat,Sederhana,9350000
ORD-00308,3/1/2023,2023,Mbak Sari,Lebaksiu,Pagar,Hollow,4x6,1.2,27.56,1,0,PER-M2,700000,0,0,2756000,Cat Biasa,Sederhana,19342000
ORD-00309,8/23/2023,2023,Pak Hadi,Suradadi,Pintu Handerson,Hollow,4x4,0.8,4.69,1,0,PER-M2,850000,0,0,469000,Cat Duco,Sederhana,4136500
ORD-00310,11/9/2021,2021,Bu Yatmi,Jatinegara,Kanopi,Hollow,4x6,1.2,24.11,1,0,PER-M2,500000,0,0,2411000,Cat Biasa,Menengah,12205000
ORD-00311,9/24/2021,2021,BUMDES Bojong,Talang,Pintu Gerbang,Hollow,4x4,1.2,6.31,1,0,PER-M2,700000,0,0,631000,Cat Biasa,Sederhana,4467000
ORD-00312,4/22/2024,2024,Bu Endang,Adiwerna,Teralis,Pipa Stainless,1x3,1.2,0,1,4,PER-LUBANG,0,0,800000,600000,Tanpa Cat,Sederhana,3200000
ORD-00313,1/12/2019,2019,Mas Andi,Balapulang,Pintu Gerbang,Hollow,4x6,1,6.56,1,0,PER-M2,650000,0,0,656000,Cat Dasar,Sederhana,4264000
ORD-00314,6/27/2024,2024,Mas Joko,Adiwerna,Railing,Hollow,4x4,1.2,7.94,3,0,PER-M,0,600000,0,2382000,Cat Biasa,Menengah,14442000
ORD-00315,6/29/2022,2022,Masjid Nurul Huda,Adiwerna,Pintu Gerbang,Pipa Stainless,2inch,1.2,5.64,1,0,PER-M2,1300000,0,0,1128000,Tanpa Cat,Sederhana,7332000
ORD-00316,5/6/2025,2025,Bu Siti,Suradadi,Railing,Hollow,4x6,1,2.52,3,0,PER-M,0,600000,0,756000,Cat Biasa,Sederhana,4586000
ORD-00317,10/9/2024,2024,Pak Hadi,Tarub,Railing,Hollow,4x4,1,6.57,2,0,PER-M,0,550000,0,1314000,Cat Biasa,Menengah,7377000
ORD-00318,8/4/2020,2020,Pak Jarwo,Suradadi,Teralis,Pipa Stainless,1x3,0.8,0,1,17,PER-LUBANG,0,0,620000,2550000,Tanpa Cat,Menengah,10640000
ORD-00319,12/25/2024,2024,Warung Kopi Pak Mul,Warureja,Kanopi,Hollow,2inch,0.8,20.27,1,0,PER-M2,550000,0,0,2027000,Cat Dasar,Menengah,11248500
ORD-00320,7/19/2024,2024,Pak Sutrisno,Adiwerna,Railing,Hollow Stainless,4x6,1.2,13.56,3,0,PER-M,0,1330000,0,6102000,Tanpa Cat,Sederhana,54104400
ORD-00321,12/7/2023,2023,Pak Sutrisno,Jatinegara,Kanopi,Pipa Stainless,2inch,1.2,10.43,1,0,PER-M2,900000,0,0,2086000,Tanpa Cat,Menengah,9487000
ORD-00322,2/27/2025,2025,Pak Tukiman,Dukuhturi,Kanopi,Hollow,4x6,0.8,23.94,2,0,PER-M2,500000,0,0,4788000,Cat Dasar,Sederhana,23940000
ORD-00323,1/19/2025,2025,Bu Ningsih,Kramat,Pagar,Hollow,4x6,1,9.74,1,0,PER-M2,700000,0,0,974000,Cat Duco,Menengah,7068000
ORD-00324,6/26/2025,2025,Mas Agus,Adiwerna,Kanopi,Pipa Stainless,2inch,0.8,7.49,1,0,PER-M2,800000,0,0,1498000,Cat Dasar,Sederhana,5992000
ORD-00325,12/12/2021,2021,Pak Sutrisno,Bojong,Pintu Handerson,Hollow,4x8,1.2,4.82,2,0,PER-M2,1000000,0,0,964000,Cat Biasa,Sederhana,9690000
ORD-00326,6/2/2020,2020,Pak Kasno,Dukuhturi,Pagar,Hollow,4x6,0.8,9.49,1,0,PER-M2,550000,0,0,949000,Cat Duco,Sederhana,5369500
ORD-00327,10/18/2024,2024,Mbak Sari,Margasari,Kanopi,Hollow,4x4,0.8,24.44,2,0,PER-M2,450000,0,0,4888000,Cat Duco,Menengah,22246000
ORD-00328,5/18/2022,2022,Pak Jarwo,Suradadi,Teralis,Hollow,2x2,1.2,0,1,15,PER-LUBANG,0,0,400000,1125000,Cat Dasar,Menengah,6100000
ORD-00329,4/1/2024,2024,Pak Karso,Kramat,Pagar,Pipa Stainless,2inch,0.8,14.03,1,0,PER-M2,1060000,0,0,2806000,Tanpa Cat,Menengah,14971800
ORD-00330,3/8/2025,2025,Mbak Sari,Suradadi,Teralis,Hollow,1x3,0.8,0,1,14,PER-LUBANG,0,0,350000,1050000,Cat Duco,Menengah,5150000
ORD-00331,2/17/2025,2025,Pak Tukiman,Warureja,Teralis,Hollow Stainless,1x3,1.2,0,1,4,PER-LUBANG,0,0,900000,600000,Tanpa Cat,Sederhana,3600000
ORD-00332,6/13/2024,2024,Bu Ningsih,Adiwerna,Pintu Handerson,Hollow,4x4,1.2,2.51,1,0,PER-M2,1000000,0,0,251000,Cat Dasar,Menengah,2610000
ORD-00333,3/5/2020,2020,Mas Budi,Lengkong,Pintu Handerson,Hollow,4x6,0.8,5.07,1,0,PER-M2,850000,0,0,507000,Cat Dasar,Sederhana,4309500
ORD-00334,3/4/2024,2024,Mushola Ar-Rahman,Bojong,Pintu Gerbang,Hollow,4x4,1.2,8.65,1,0,PER-M2,850000,0,0,865000,Cat Biasa,Sederhana,7402500
ORD-00335,8/25/2025,2025,Bu Wati,Bojong,Railing,Pipa Stainless,2inch,1.2,13.7,3,0,PER-M,0,1200000,0,8220000,Tanpa Cat,Sederhana,49320000
ORD-00336,6/22/2023,2023,Bu Endang,Lebaksiu,Teralis,Hollow Stainless,1x3,1.2,0,1,13,PER-LUBANG,0,0,900000,1950000,Tanpa Cat,Menengah,11800000
ORD-00337,9/4/2024,2024,Puskesmas Bojong,Jatinegara,Pintu Gerbang,Hollow,4x8,1,9.42,1,0,PER-M2,900000,0,0,942000,Cat Dasar,Sederhana,8478000
ORD-00338,5/23/2021,2021,Mas Budi,Suradadi,Teralis,Hollow,1x3,1.2,0,1,10,PER-LUBANG,0,0,400000,750000,Cat Dasar,Menengah,4100000
ORD-00339,7/21/2021,2021,Bu Wati,Balapulang,Railing,Pipa Stainless,2inch,0.8,2.1,3,0,PER-M,0,1000000,0,1260000,Tanpa Cat,Menengah,6400000
ORD-00340,2/12/2020,2020,Pak Slamet,Tarub,Teralis,Hollow,1x3,1.2,0,1,13,PER-LUBANG,0,0,400000,975000,Cat Dasar,Menengah,5300000
ORD-00341,8/14/2023,2023,Mbak Sri,Jatinegara,Railing,Pipa Stainless,2inch,1,4.12,1,0,PER-M,0,1100000,0,824000,Cat Dasar,Sederhana,4532000
ORD-00342,11/8/2020,2020,Masjid Nurul Huda,Suradadi,Pintu Gerbang,Hollow,4x6,1,5.09,1,0,PER-M2,700000,0,0,509000,Cat Biasa,Menengah,3713000
ORD-00343,1/14/2025,2025,Bu Endang,Dukuhturi,Pagar,Hollow,4x4,1.2,11.99,1,0,PER-M2,700000,0,0,1199000,Cat Biasa,Sederhana,8443000
ORD-00344,5/22/2021,2021,Bu Ningsih,Kramat,Railing,Pipa Stainless,2inch,0.8,5.52,1,0,PER-M,0,1000000,0,1104000,Tanpa Cat,Menengah,5620000
ORD-00345,6/29/2019,2019,Bu Siti,Lengkong,Pintu Gerbang,Pipa Stainless,2inch,1.2,4.83,1,0,PER-M2,1150000,0,0,966000,Tanpa Cat,Menengah,5654500
ORD-00346,7/9/2025,2025,Bu Surti,Bojong,Kanopi,Pipa Stainless,2inch,0.8,22.7,1,0,PER-M2,800000,0,0,4540000,Tanpa Cat,Menengah,18260000
ORD-00347,4/15/2022,2022,Kontraktor Budi,Tarub,Railing,Hollow,4x4,1,10.75,3,0,PER-M,0,500000,0,3225000,Cat Dasar,Sederhana,16125000
ORD-00348,7/14/2024,2024,PT Karya Sentosa,Lengkong,Railing,Pipa Stainless,2inch,0.8,7.77,1,0,PER-M,0,1100000,0,1554000,Tanpa Cat,Menengah,8647000
ORD-00349,7/8/2022,2022,Bu Umi,Suradadi,Pintu Handerson,Hollow Stainless,4x8,1,5.59,1,0,PER-M2,1610000,0,0,838500,Tanpa Cat,Menengah,9099900
ORD-00350,2/27/2022,2022,Pak Kasno,Talang,Kanopi,Hollow Stainless,4x6,1.2,17.62,1,0,PER-M2,930000,0,0,2643000,Tanpa Cat,Menengah,16486600
ORD-00351,6/18/2019,2019,Bu Yatmi,Suradadi,Pagar,Hollow Stainless,4x6,1.2,23,1,0,PER-M2,1150000,0,0,3450000,Tanpa Cat,Sederhana,26450000
ORD-00352,10/4/2023,2023,Pak Warno,Lengkong,Pintu Handerson,Hollow,4x6,0.8,4.85,2,0,PER-M2,900000,0,0,970000,Cat Duco,Menengah,8980000
ORD-00353,4/1/2022,2022,Bu Wati,Talang,Pintu Handerson,Hollow,4x4,1.2,3.76,1,0,PER-M2,900000,0,0,376000,Cat Biasa,Sederhana,3434000
ORD-00354,5/21/2022,2022,Mas Andi,Dukuhturi,Teralis,Hollow Stainless,1x3,1.2,0,1,6,PER-LUBANG,0,0,880000,900000,Tanpa Cat,Sederhana,5280000
ORD-00355,10/7/2021,2021,Bu Marni,Tarub,Kanopi,Hollow,4x6,0.8,11.57,2,0,PER-M2,400000,0,0,2314000,Cat Duco,Sederhana,9406000
ORD-00356,3/27/2019,2019,Mas Joko,Adiwerna,Pintu Handerson,Hollow,4x4,0.8,5.55,1,0,PER-M2,750000,0,0,555000,Cat Biasa,Sederhana,4212500
ORD-00357,1/13/2024,2024,Pak Kasno,Jatinegara,Teralis,Hollow Stainless,1x3,1.2,0,1,6,PER-LUBANG,0,0,900000,900000,Tanpa Cat,Sederhana,5400000
ORD-00358,6/4/2021,2021,Bu Yatmi,Dukuhturi,Pagar,Hollow,4x6,0.8,16.12,1,0,PER-M2,550000,0,0,1612000,Cat Duco,Menengah,9116000
ORD-00359,2/5/2023,2023,Mas Joko,Tarub,Pagar,Pipa Stainless,2inch,1,17.61,1,0,PER-M2,1090000,0,0,3522000,Tanpa Cat,Menengah,19294900
ORD-00360,2/18/2019,2019,Bu Yani,Kramat,Pintu Handerson,Hollow Stainless,4x8,1.2,3.11,2,0,PER-M2,1500000,0,0,933000,Tanpa Cat,Sederhana,9330000
ORD-00361,7/26/2025,2025,Bu Siti,Talang,Teralis,Hollow Stainless,2x2,0.8,0,1,12,PER-LUBANG,0,0,800000,1800000,Tanpa Cat,Menengah,9700000
ORD-00362,10/1/2021,2021,Kantor Desa Lengkong,Bojong,Pintu Gerbang,Hollow,4x4,1,10.09,1,0,PER-M2,650000,0,0,1009000,Cat Biasa,Sederhana,6608500
ORD-00363,12/17/2022,2022,Mbak Lina,Adiwerna,Pagar,Hollow Stainless,4x4,0.8,19.84,1,0,PER-M2,1130000,0,0,2976000,Tanpa Cat,Menengah,22519200
ORD-00364,6/12/2024,2024,Bu Yani,Lengkong,Pagar,Pipa Stainless,2inch,0.8,17.5,1,0,PER-M2,1060000,0,0,3500000,Tanpa Cat,Menengah,18650000
ORD-00365,2/6/2020,2020,Bu Ningsih,Bojong,Pagar,Pipa Stainless,2inch,0.8,15.77,1,0,PER-M2,980000,0,0,3154000,Tanpa Cat,Sederhana,15454600
ORD-00366,1/2/2025,2025,Mas Andi,Margasari,Teralis,Hollow,1x3,1.2,0,1,7,PER-LUBANG,0,0,450000,525000,Cat Dasar,Sederhana,3150000
ORD-00367,12/23/2020,2020,Mas Andi,Suradadi,Pintu Handerson,Pipa Stainless,2inch,0.8,4.17,2,0,PER-M2,1350000,0,0,1668000,Tanpa Cat,Menengah,11359000
ORD-00368,6/4/2021,2021,Mbak Lina,Adiwerna,Pagar,Pipa Stainless,2inch,0.8,16.41,1,0,PER-M2,1000000,0,0,3282000,Tanpa Cat,Sederhana,16410000
ORD-00369,12/18/2025,2025,Mas Agus,Balapulang,Teralis,Hollow Stainless,1x3,1.2,0,1,10,PER-LUBANG,0,0,900000,1500000,Tanpa Cat,Menengah,9100000
ORD-00370,2/12/2024,2024,Pak Bambang,Lengkong,Pintu Handerson,Pipa Stainless,2inch,1.2,5.12,2,0,PER-M2,1650000,0,0,2048000,Tanpa Cat,Kompleks,17046000
ORD-00371,4/30/2019,2019,MI Muhammadiyah,Balapulang,Pintu Gerbang,Hollow,4x4,1,5.69,1,0,PER-M2,600000,0,0,569000,Cat Biasa,Menengah,3564000
ORD-00372,6/18/2021,2021,Masjid Nurul Huda,Slawi,Pintu Gerbang,Hollow,4x4,1.2,11.93,1,0,PER-M2,700000,0,0,1193000,Cat Biasa,Sederhana,8401000
ORD-00373,3/17/2022,2022,Bu Umi,Dukuhturi,Pintu Handerson,Hollow,4x8,0.8,2.83,1,0,PER-M2,900000,0,0,283000,Cat Biasa,Sederhana,2597000
ORD-00374,4/18/2025,2025,Warung Makan Bu Tini,Dukuhturi,Kanopi,Hollow,4x4,0.8,23.71,1,0,PER-M2,450000,0,0,2371000,Cat Duco,Sederhana,10819500
ORD-00375,1/1/2023,2023,Pak Bambang,Margasari,Pintu Gerbang,Hollow,4x4,0.8,8.23,1,0,PER-M2,700000,0,0,823000,Cat Biasa,Menengah,5911000
ORD-00376,8/23/2022,2022,Pak Tukiman,Warureja,Teralis,Hollow Stainless,1x3,1,0,1,8,PER-LUBANG,0,0,830000,1200000,Tanpa Cat,Sederhana,6640000
ORD-00377,8/24/2025,2025,Pak Sutrisno,Balapulang,Teralis,Hollow Stainless,1x3,1.2,0,1,17,PER-LUBANG,0,0,900000,2550000,Tanpa Cat,Menengah,15400000
ORD-00378,1/9/2019,2019,Mas Rudi,Lengkong,Railing,Hollow,4x4,0.8,6.21,3,0,PER-M,0,400000,0,1863000,Cat Biasa,Sederhana,7502000
ORD-00379,8/16/2025,2025,Bu Puji,Adiwerna,Kanopi,Hollow,4x6,1.2,23.12,1,0,PER-M2,600000,0,0,2312000,Cat Biasa,Sederhana,13922000
ORD-00380,9/30/2024,2024,Pak Bambang,Kramat,Pintu Gerbang,Hollow,4x4,1,4.52,1,0,PER-M2,800000,0,0,452000,Cat Dasar,Sederhana,3616000
ORD-00381,8/11/2019,2019,Pak Warno,Slawi,Railing,Hollow,4x6,0.8,14.71,2,0,PER-M,0,450000,0,2942000,Cat Dasar,Menengah,13339000
ORD-00382,8/30/2025,2025,Bu Yatmi,Bojong,Pagar,Pipa Stainless,2inch,1.2,28.43,1,0,PER-M2,1200000,0,0,5686000,Tanpa Cat,Menengah,34216000
ORD-00383,5/8/2023,2023,Pak Warno,Balapulang,Railing,Pipa Stainless,2inch,1,10.64,1,0,PER-M,0,1100000,0,2128000,Tanpa Cat,Sederhana,11704000
ORD-00384,3/13/2024,2024,Pak Sugeng,Suradadi,Pintu Handerson,Pipa Stainless,1.5inch,1.2,4.28,2,0,PER-M2,1550000,0,0,1712000,Tanpa Cat,Menengah,13368000
ORD-00385,2/21/2019,2019,Pak Karso,Margasari,Pintu Handerson,Pipa Stainless,2inch,1,4.1,1,0,PER-M2,1350000,0,0,820000,Tanpa Cat,Sederhana,5535000
ORD-00386,1/17/2022,2022,MI Muhammadiyah,Tarub,Pintu Gerbang,Hollow,2inch,0.8,4.92,1,0,PER-M2,750000,0,0,492000,Cat Biasa,Menengah,3840000
ORD-00387,4/10/2023,2023,Pak Hadi,Lengkong,Teralis,Pipa Stainless,1x3,1,0,1,16,PER-LUBANG,0,0,730000,2400000,Tanpa Cat,Menengah,11780000
ORD-00388,2/2/2022,2022,Pak Bambang,Lengkong,Pagar,Hollow Stainless,4x8,1.2,10,1,0,PER-M2,1330000,0,0,1500000,Tanpa Cat,Menengah,13400000
ORD-00389,7/2/2020,2020,Mbak Sari,Slawi,Pagar,Pipa Stainless,2inch,0.8,23.19,1,0,PER-M2,980000,0,0,4638000,Tanpa Cat,Sederhana,22726200
ORD-00390,10/2/2024,2024,Bu Surti,Balapulang,Teralis,Hollow,1x3,1,0,1,28,PER-LUBANG,0,0,400000,2100000,Cat Dasar,Kompleks,11350000
ORD-00391,7/24/2024,2024,Kontraktor Budi,Talang,Pintu Gerbang,Hollow,4x4,0.8,14.54,1,0,PER-M2,750000,0,0,1454000,Cat Duco,Menengah,11155000
ORD-00392,7/11/2024,2024,Mas Agus,Talang,Teralis,Hollow,1x3,1.2,0,1,13,PER-LUBANG,0,0,450000,975000,Cat Dasar,Menengah,5950000
ORD-00393,1/30/2023,2023,Pak Sutrisno,Balapulang,Pagar,Hollow,4x4,1,19.23,1,0,PER-M2,600000,0,0,1923000,Cat Biasa,Menengah,11688000
ORD-00394,2/5/2025,2025,Mbak Lina,Lebaksiu,Pintu Handerson,Pipa Stainless,2inch,1,2,2,0,PER-M2,1650000,0,0,800000,Tanpa Cat,Kompleks,6750000
ORD-00395,11/23/2023,2023,Bu Endang,Jatinegara,Teralis,Hollow Stainless,1x3,0.8,0,1,8,PER-LUBANG,0,0,800000,1200000,Tanpa Cat,Sederhana,6400000
ORD-00396,10/26/2020,2020,Mbak Tutik,Balapulang,Pagar,Pipa Stainless,2inch,1.2,26.23,1,0,PER-M2,1080000,0,0,5246000,Tanpa Cat,Menengah,28428400
ORD-00397,4/14/2019,2019,Mushola Ar-Rahman,Talang,Pintu Gerbang,Hollow Stainless,4x8,0.8,13.14,1,0,PER-M2,1200000,0,0,1971000,Tanpa Cat,Sederhana,15768000
ORD-00398,8/12/2019,2019,Mas Andi,Jatinegara,Kanopi,Pipa Stainless,2inch,1.2,12.39,1,0,PER-M2,800000,0,0,2478000,Tanpa Cat,Sederhana,9912000
ORD-00399,1/17/2020,2020,Bu Umi,Dukuhturi,Pagar,Hollow Stainless,4x4,1.2,22.96,1,0,PER-M2,1150000,0,0,3444000,Tanpa Cat,Menengah,26504000
ORD-00400,11/11/2025,2025,Mas Andi,Bojong,Pintu Gerbang,Hollow,4x4,1.2,5.56,1,0,PER-M2,850000,0,0,556000,Cat Duco,Menengah,4976000
ORD-00401,2/3/2022,2022,Mas Budi,Dukuhturi,Teralis,Hollow,1x3,1.2,0,1,14,PER-LUBANG,0,0,400000,1050000,Cat Biasa,Menengah,5750000
ORD-00402,1/3/2020,2020,Balai Desa Warureja,Adiwerna,Pintu Gerbang,Hollow,4x4,1.2,5.8,1,0,PER-M2,700000,0,0,580000,Cat Biasa,Menengah,4210000
ORD-00403,3/30/2020,2020,Pak Bambang,Tarub,Teralis,Hollow,1x3,1,0,1,10,PER-LUBANG,0,0,350000,750000,Cat Biasa,Menengah,3650000
ORD-00404,11/23/2024,2024,Mbak Sari,Talang,Pintu Handerson,Hollow,4x4,1.2,4.85,1,0,PER-M2,1000000,0,0,485000,Cat Dasar,Menengah,4950000
ORD-00405,8/14/2024,2024,Pak Sugeng,Dukuhturi,Pagar,Hollow Stainless,4x8,0.8,19.22,1,0,PER-M2,1280000,0,0,2883000,Tanpa Cat,Menengah,24701600
ORD-00406,6/17/2023,2023,Pak Hadi,Balapulang,Pintu Handerson,Hollow,4x8,1.2,4.36,2,0,PER-M2,1050000,0,0,872000,Cat Dasar,Menengah,9256000
ORD-00407,10/6/2020,2020,BUMDES Bojong,Lengkong,Pintu Gerbang,Pipa Stainless,2inch,0.8,9.76,1,0,PER-M2,1100000,0,0,1952000,Tanpa Cat,Sederhana,10736000
ORD-00408,2/18/2022,2022,Pak Warno,Kramat,Pintu Gerbang,Hollow,4x6,1.2,14.35,1,0,PER-M2,800000,0,0,1435000,Cat Biasa,Sederhana,11530000
ORD-00409,12/18/2020,2020,Pak Kasno,Adiwerna,Pagar,Hollow,4x8,0.8,25.35,1,0,PER-M2,600000,0,0,2535000,Cat Biasa,Sederhana,15260000
ORD-00410,6/5/2021,2021,Bu Wati,Balapulang,Pagar,Pipa Stainless,2inch,1.2,27.78,1,0,PER-M2,1100000,0,0,5556000,Tanpa Cat,Sederhana,30558000
ORD-00411,7/6/2022,2022,Bu Puji,Kramat,Pintu Handerson,Pipa Stainless,2inch,0.8,3.17,2,0,PER-M2,1450000,0,0,1268000,Tanpa Cat,Menengah,9293000
ORD-00412,5/21/2020,2020,Pak Hadi,Dukuhturi,Kanopi,Hollow Stainless,4x8,0.8,24.61,1,0,PER-M2,800000,0,0,3691500,Tanpa Cat,Kompleks,19838000
ORD-00413,3/8/2023,2023,Mbak Tutik,Bojong,Pagar,Pipa Stainless,1.5inch,1.2,26.01,1,0,PER-M2,1040000,0,0,5202000,Tanpa Cat,Menengah,27150400
ORD-00414,9/11/2021,2021,TPQ Al-Falah,Tarub,Pintu Gerbang,Hollow Stainless,4x4,1.2,5.1,1,0,PER-M2,1300000,0,0,765000,Tanpa Cat,Sederhana,6630000
ORD-00415,4/26/2022,2022,CV Bangun Jaya,Slawi,Railing,Hollow Stainless,4x4,1.2,3.13,1,0,PER-M,0,1220000,0,469500,Tanpa Cat,Menengah,3918600
ORD-00416,8/22/2022,2022,Mbak Lina,Jatinegara,Pagar,Hollow Stainless,4x6,1.2,12.21,1,0,PER-M2,1280000,0,0,1831500,Tanpa Cat,Sederhana,15628800
ORD-00417,7/12/2023,2023,Mbak Sri,Talang,Pintu Gerbang,Hollow,4x6,0.8,7.7,1,0,PER-M2,750000,0,0,770000,Cat Biasa,Menengah,5925000
ORD-00418,8/22/2021,2021,Bu Endang,Balapulang,Railing,Pipa Stainless,2inch,1.2,4.85,2,0,PER-M,0,1100000,0,1940000,Tanpa Cat,Menengah,10770000
ORD-00419,4/12/2021,2021,Perumahan Tegal Asri,Balapulang,Railing,Hollow,4x6,0.8,2.67,3,0,PER-M,0,500000,0,801000,Cat Dasar,Menengah,4105000
ORD-00420,7/31/2024,2024,CV Griya Mandiri,Suradadi,Railing,Pipa Stainless,2inch,1.2,7.79,3,0,PER-M,0,1200000,0,4674000,Tanpa Cat,Sederhana,28044000
ORD-00421,7/19/2020,2020,TPQ Al-Falah,Pagerbarang,Pintu Gerbang,Hollow,4x6,1.2,6.89,1,0,PER-M2,750000,0,0,689000,Cat Biasa,Menengah,5317500
ORD-00422,8/18/2019,2019,Bu Umi,Warureja,Teralis,Pipa Stainless,1x3,1,0,1,27,PER-LUBANG,0,0,650000,4050000,Tanpa Cat,Kompleks,17700000
ORD-00423,2/1/2023,2023,Bu Endang,Slawi,Pintu Handerson,Hollow,4x4,1.2,3.85,1,0,PER-M2,950000,0,0,385000,Cat Biasa,Menengah,3807500
ORD-00424,2/9/2019,2019,Pak Tukiman,Talang,Pintu Handerson,Hollow,4x6,1.2,5.13,1,0,PER-M2,900000,0,0,513000,Cat Dasar,Menengah,4717000
ORD-00425,10/9/2021,2021,Mas Andi,Bojong,Pintu Gerbang,Hollow,4x8,1,7.54,1,0,PER-M2,750000,0,0,754000,Cat Biasa,Sederhana,5705000
ORD-00426,8/7/2020,2020,Bu Siti,Bojong,Teralis,Pipa Stainless,1x3,0.8,0,1,6,PER-LUBANG,0,0,620000,900000,Tanpa Cat,Sederhana,3720000
ORD-00427,3/16/2022,2022,Mbak Tutik,Bojong,Railing,Hollow,4x4,0.8,2.52,1,0,PER-M,0,450000,0,252000,Cat Biasa,Sederhana,1184000
ORD-00428,8/20/2024,2024,Mas Andi,Talang,Pintu Gerbang,Hollow,4x6,1,13.18,1,0,PER-M2,850000,0,0,1318000,Cat Biasa,Sederhana,11253000
ORD-00429,10/18/2025,2025,Mas Budi,Talang,Teralis,Pipa Stainless,1x3,1.2,0,1,10,PER-LUBANG,0,0,800000,1500000,Tanpa Cat,Menengah,8100000
ORD-00430,8/25/2020,2020,Pak Kasno,Margasari,Pintu Handerson,Pipa Stainless,2inch,0.8,3.96,1,0,PER-M2,1350000,0,0,792000,Tanpa Cat,Sederhana,5346000
ORD-00431,3/1/2025,2025,Pak Sugeng,Suradadi,Teralis,Hollow,1x3,1.2,0,1,8,PER-LUBANG,0,0,450000,600000,Cat Biasa,Sederhana,3650000
ORD-00432,12/14/2022,2022,Bu Yani,Warureja,Pintu Handerson,Hollow,4x4,1,2.98,1,0,PER-M2,850000,0,0,298000,Cat Biasa,Sederhana,2583000
